"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause"
106,"-","Santarém","Abrantes","União das freguesias de Aldeia do Mato e Souto","39º34'8''","8º13'33''","firepit",2014-03-12 00:00:00,16:05:00,2014-03-12 00:00:00,18:26:00,2014-03-12 00:00:00,16:40:00,NA,0.04,0.0764,0,0.1164,0.1164,1
107,"Beira Litoral","Viseu","Viseu","Ribafeita","40º44'44''","7º57'13''","firepit",2014-03-12 00:00:00,16:30:00,2014-03-12 00:00:00,18:40:00,2014-03-12 00:00:00,16:45:00,NA,0.2,0.2,0,0.4,0.4,0
108,"Entre Douro e Minho","Viana do Castelo","Monção","Pinheiros","42º3'30''","8º30'58''","firepit",2014-03-12 00:00:00,16:32:00,2014-03-12 00:00:00,17:41:00,2014-03-12 00:00:00,16:45:00,NA,0.5,0,0,0.5,0.5,0
109,"Trás-os-Montes","Bragança","Bragança","Coelhoso","41º39'17''","6º39'59''","fire",2014-03-12 00:00:00,16:32:00,2014-03-12 00:00:00,19:00:00,2014-03-12 00:00:00,17:04:00,NA,1.35,1.683,0,3.033,3.033,0
110,"Algarve","Faro","Castro Marim","Castro Marim","37:11:43","07:28:48","firepit",2014-03-12 00:00:00,17:21:00,2014-03-12 00:00:00,19:31:00,2014-03-12 00:00:00,17:34:00,NA,0,0.5,0,0.5,0.5,0
111,"Beira Interior","Guarda","Figueira de Castelo Rodrigo","Castelo Rodrigo","40:52:31","06:55:24","agric_burn",2014-03-12 00:00:00,17:23:00,2014-03-12 00:00:00,18:02:00,2014-03-12 00:00:00,17:36:00,NA,0,0,0.02,0,0.02,0
112,"Beira Interior","Guarda","Trancoso","Tamanhos","40:45:41","07:18:52","agric_burn",2014-03-12 00:00:00,19:23:00,2014-03-12 00:00:00,19:55:00,2014-03-12 00:00:00,19:35:00,NA,0,0.02,0,0.02,0.02,0
113,"-","Viseu","São Pedro do Sul","União das freguesias de Carvalhais e Candal","40º45'4''","8º4'52''","firepit",2014-03-12 00:00:00,19:32:00,2014-03-12 00:00:00,20:35:00,2014-03-12 00:00:00,19:55:00,NA,0,0.001,0,0.001,0.001,0
114,"-","Viana do Castelo","Valença","União das freguesias de Gondomil e Safins","42º0'53''","8º35'16''","agric_burn",2014-03-12 00:00:00,19:36:00,2014-03-12 00:00:00,21:00:00,2014-03-12 00:00:00,19:45:00,NA,0,0.05,0,0.05,0.05,0
115,"-","Guarda","Pinhel","Gouveia","40:39:19","07:09:46","agric_burn",2014-03-12 00:00:00,20:12:00,2014-03-12 00:00:00,21:15:00,2014-03-12 00:00:00,20:29:00,NA,0,0.01,0,0.01,0.01,0
116,"Entre Douro e Minho","Viana do Castelo","Caminha","Riba de Âncora","41º48'56''","8º48'55''","firepit",2014-03-12 00:00:00,20:58:00,2014-03-12 00:00:00,21:50:00,2014-03-12 00:00:00,21:05:00,NA,0,0.01,0,0.01,0.01,0
117,"Trás-os-Montes","Vila Real","Boticas","Sapiãos","41º42'31.064400000007''","7º38'8.58479999999922''","fire",2014-03-12 00:00:00,21:05:00,2014-03-12 00:00:00,21:55:00,2014-03-12 00:00:00,21:20:00,NA,0,1,0,1,1,0
118,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Beiral do Lima","41º45'55''","8º29'59''","fire",2014-03-13 00:00:00,01:36:00,2014-03-13 00:00:00,07:05:00,2014-03-13 00:00:00,02:07:00,NA,4,5,0,9,9,1
119,"Entre Douro e Minho","Braga","Fafe","São Gens","41:27:17","08:04:39","fire",2014-03-13 00:00:00,01:57:00,2014-03-13 00:00:00,04:15:00,2014-03-13 00:00:00,02:20:00,NA,0,2.5,0,2.5,2.5,1
120,"Trás-os-Montes","Vila Real","Vila Real","Vila Marim","41º19'40''","7º46'27''","firepit",2014-03-13 00:00:00,03:00:00,2014-03-13 00:00:00,04:20:00,2014-03-13 00:00:00,03:15:00,NA,0.08,0.02,0,0.1,0.1,0
121,"Beira Litoral","Viseu","Oliveira de Frades","São João da Serra","40º47'53''","8º14'58''","firepit",2014-03-13 00:00:00,08:30:00,2014-03-13 00:00:00,11:10:00,2014-03-13 00:00:00,08:51:00,NA,0,0.3,0,0.3,0.3,1
122,"-","Faro","Lagoa","Lagoa","37:07:30","08:26:29","agriculture",2014-03-13 00:00:00,11:01:00,2014-03-13 00:00:00,11:45:00,2014-03-13 00:00:00,11:12:00,NA,0,0,0.0925,0,0.0925,0
123,"Beira Interior","Guarda","Guarda","Vila Garcia","40:31:26","07:11:21","agric_burn",2014-03-13 00:00:00,13:00:00,2014-03-13 00:00:00,16:58:00,2014-03-13 00:00:00,13:24:00,NA,0,0.5,0,0.5,0.5,0
124,"Beira Litoral","Viseu","Vouzela","Alcofra","40º38'55''","8º10'44''","fire",2014-03-13 00:00:00,13:29:00,2014-03-13 00:00:00,15:35:00,2014-03-13 00:00:00,14:00:00,NA,0.3,1,0,1.3,1.3,0
125,"-","Vila Real","Valpaços","Carrazedo de Montenegro e Curros","41º38'21''","7º17'31''","firepit",2014-03-13 00:00:00,13:45:00,2014-03-13 00:00:00,14:20:00,2014-03-13 00:00:00,13:52:00,NA,0,0.5,0,0.5,0.5,0
126,"Beira Litoral","Viseu","Vouzela","São Miguel do Mato","40º44'19''","8º1'16''","firepit",2014-03-13 00:00:00,14:29:00,2014-03-13 00:00:00,17:05:00,2014-03-13 00:00:00,14:45:00,NA,0,1e-04,0,1e-04,1e-04,0
127,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Poiares","41º40'57''","8º38'21''","fire",2014-03-13 00:00:00,15:04:00,2014-03-13 00:00:00,17:23:00,2014-03-13 00:00:00,16:19:00,NA,1,0,0,1,1,1
128,"Beira Interior","Guarda","Sabugal","Aldeia do Bispo","40:18:54","06:50:40","agric_burn",2014-03-13 00:00:00,15:55:00,2014-03-13 00:00:00,16:52:00,2014-03-13 00:00:00,16:10:00,NA,0,1,0,1,1,0
129,"Entre Douro e Minho","Braga","Barcelos","Moure","41º32'54''","8º31'4''","fire",2014-03-13 00:00:00,16:01:00,2014-03-13 00:00:00,22:10:00,2014-03-13 00:00:00,16:10:00,NA,22.7,0,0,22.7,22.7,0
130,"Beira Litoral","Coimbra","Arganil","Sarzedo","40º17'11''","7º58'37''","agriculture",2014-03-13 00:00:00,17:16:00,2014-03-13 00:00:00,18:14:00,2014-03-13 00:00:00,17:21:00,NA,0,0,0.03,0,0.03,0
131,"Alentejo","Beja","Serpa","Brinches","38:03:28","07:37:02","agriculture",2014-03-13 00:00:00,19:06:00,2014-03-13 00:00:00,20:20:00,2014-03-13 00:00:00,19:22:00,NA,0,0,0.02,0,0.02,0
132,"Trás-os-Montes","Vila Real","Vila Pouca de Aguiar","Bornes de Aguiar","41º32'46''","7º32'29''","firepit",2014-03-13 00:00:00,19:27:00,2014-03-13 00:00:00,19:37:00,NA,NA,NA,0,0.1,0,0.1,0.1,1
133,"Trás-os-Montes","Viseu","Penedono","Penela da Beira","41º2'34''","7º25'15''","firepit",2014-03-13 00:00:00,19:27:00,2014-03-13 00:00:00,20:14:00,2014-03-13 00:00:00,19:37:00,NA,0,0.01,0,0.01,0.01,0
134,"-","Viseu","Tabuaço","União das freguesias de Paradela e Granjinha","41º3'49''","7º31'42''","firepit",2014-03-13 00:00:00,19:34:00,2014-03-13 00:00:00,21:45:00,2014-03-13 00:00:00,19:45:00,NA,0,0.65,0,0.65,0.65,0
135,"-","Vila Real","Boticas","Alturas do Barroso e Cerdedo","41º41'21''","7º53'13''","fire",2014-03-13 00:00:00,20:10:00,2014-03-13 00:00:00,22:28:00,2014-03-13 00:00:00,20:50:00,NA,0,2,0,2,2,0
136,"-","Braga","Póvoa de Lanhoso","Fonte Arcada","41:33:54","08:14:59","firepit",2014-03-13 00:00:00,22:05:00,2014-03-13 00:00:00,23:10:00,2014-03-13 00:00:00,22:15:00,NA,0,0.02,0,0.02,0.02,0
137,"Trás-os-Montes","Viseu","Tarouca","Várzea da Serra","40º59'48''","7º49'38''","agric_burn",2014-03-13 00:00:00,23:00:00,2014-03-14 00:00:00,00:05:00,2014-03-13 00:00:00,23:31:00,NA,0,0.001,0,0.001,0.001,0
138,"-","Castelo Branco","Covilhã","União das freguesias de Teixoso e Sarzedo","40º22'30''","7º28'6''","firepit",2014-03-14 00:00:00,11:34:00,2014-03-14 00:00:00,13:16:00,2014-03-14 00:00:00,11:55:00,NA,0,0.01,0,0.01,0.01,0
139,"Entre Douro e Minho","Braga","Guimarães","São Martinho (Candoso)","41º33'15''","8º12'9''","fire",2014-03-14 00:00:00,11:42:00,2014-03-14 00:00:00,14:10:00,2014-03-14 00:00:00,11:45:00,NA,2,0,0,2,2,0
140,"Beira Litoral","Coimbra","Soure","Soure","40º9'0''","8º39'12''","firepit",2014-03-14 00:00:00,14:00:00,2014-03-14 00:00:00,14:38:00,2014-03-14 00:00:00,14:09:00,NA,0,0.03,0,0.03,0.03,0
141,"-","Aveiro","Aveiro","Requeixo, Nossa Senhora de Fátima e Nariz","40º35'12''","8º33'45''","firepit",2014-03-14 00:00:00,14:30:00,2014-03-14 00:00:00,17:00:00,2014-03-14 00:00:00,14:55:00,NA,0.1905,0,0,0.1905,0.1905,1
142,"-","Vila Real","Montalegre","União das freguesias de Viade de Baixo e Fervidelas","41º45'42''","7º51'47''","firepit",2014-03-14 00:00:00,14:39:00,2014-03-14 00:00:00,16:00:00,2014-03-14 00:00:00,15:00:00,NA,0,0.1,0,0.1,0.1,0
143,"Beira Litoral","Leiria","Alvaiázere","Almoster","39º50'16''","8º27'53''","firepit",2014-03-14 00:00:00,14:45:00,2014-03-14 00:00:00,16:20:00,2014-03-14 00:00:00,14:57:00,NA,0.2,0,0,0.2,0.2,0
144,"-","Guarda","Guarda","Gonçalo","40º27'29''","7º11'34''","agric_burn",2014-03-14 00:00:00,14:57:00,2014-03-14 00:00:00,15:31:00,2014-03-14 00:00:00,15:00:00,NA,0,0.3,0,0.3,0.3,0
145,"Entre Douro e Minho","Braga","Braga","Espinho","41:32:47","08:22:05","firepit",2014-03-14 00:00:00,15:03:00,2014-03-14 00:00:00,17:15:00,2014-03-14 00:00:00,15:25:00,NA,0,0.1,0,0.1,0.1,0
146,"Beira Litoral","Aveiro","Mealhada","Casal Comba","40:19:06","08:27:21","firepit",2014-03-14 00:00:00,15:32:00,2014-03-14 00:00:00,19:25:00,2014-03-14 00:00:00,15:45:00,NA,0.46,0.2,0,0.66,0.66,0
147,"-","Coimbra","Soure","União das freguesias de Degracias e Pombalinho","40º0'27''","8º31'18''","firepit",2014-03-14 00:00:00,15:59:00,2014-03-14 00:00:00,17:59:00,2014-03-14 00:00:00,16:35:00,NA,0,0.04,0,0.04,0.04,1
148,"-","Viseu","Armamar","União das freguesias de São Romão e Santiago","41º4'40''","7º42'23''","firepit",2014-03-14 00:00:00,16:48:00,2014-03-14 00:00:00,17:35:00,2014-03-14 00:00:00,17:00:00,NA,0,0.01,0,0.01,0.01,0
149,"Trás-os-Montes","Vila Real","Santa Marta de Penaguião","Fontes","41º13'41''","7º48'9''","firepit",2014-03-14 00:00:00,17:17:00,2014-03-14 00:00:00,18:00:00,2014-03-14 00:00:00,17:30:00,NA,0,0.02,0,0.02,0.02,0
150,"Algarve","Faro","Monchique","Monchique","37:19:25","08:35:48","firepit",2014-03-14 00:00:00,18:25:00,2014-03-14 00:00:00,20:20:00,2014-03-14 00:00:00,18:45:00,NA,0,0.1,0,0.1,0.1,0
151,"Entre Douro e Minho","Viana do Castelo","Valença","Ganfei (São Salvador)","42º1'30''","8º36'30''","fire",2014-03-14 00:00:00,18:36:00,2014-03-14 00:00:00,20:00:00,2014-03-14 00:00:00,18:45:00,NA,1.1,2.9,0,4,4,0
152,"Beira Interior","Guarda","Guarda","Corujeira","40:30:43","07:18:43","agric_burn",2014-03-14 00:00:00,19:17:00,2014-03-14 00:00:00,21:20:00,2014-03-14 00:00:00,20:00:00,NA,0,0.05,0,0.05,0.05,0
153,"-","Vila Real","Mondim de Basto","União das freguesias de Ermelo e Pardelhas","41º27'32''","7º56'13''","fire",2014-03-14 00:00:00,20:02:00,2014-03-15 00:00:00,00:33:00,2014-03-14 00:00:00,21:05:00,NA,0,3,0,3,3,0
154,"Trás-os-Montes","Bragança","Vinhais","Ervedosa","41º43'1.55999999930145E-02''","7º5'20.0796000000015''","firepit",2014-03-14 00:00:00,20:38:00,2014-03-14 00:00:00,21:52:00,2014-03-14 00:00:00,20:40:00,NA,0,0.24,0,0.24,0.24,0
155,"-","Viana do Castelo","Ponte da Barca","União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães","41º47'50''","8º23'52''","firepit",2014-03-14 00:00:00,21:28:00,2014-03-14 00:00:00,22:35:00,2014-03-14 00:00:00,21:35:00,NA,0,0.02,0,0.02,0.02,1
156,"Beira Litoral","Coimbra","Arganil","Sarzedo","40º14'31''","8º5'3''","firepit",2014-03-15 00:00:00,00:27:00,2014-03-15 00:00:00,01:42:00,2014-03-15 00:00:00,00:41:00,NA,0.01,0,0,0.01,0.01,0
157,"Ribatejo e Oeste","Santarém","Coruche","Couço","38º55'33''","8º35'4''","agriculture",2014-03-15 00:00:00,11:21:00,2014-03-15 00:00:00,14:50:00,2014-03-15 00:00:00,12:17:00,NA,0.05,0,0.3567,0.05,0.4067,0
158,"Trás-os-Montes","Vila Real","Chaves","Anelhe","41:40:26","07:34:59","fire",2014-03-15 00:00:00,12:08:00,2014-03-15 00:00:00,16:00:00,2014-03-15 00:00:00,12:25:00,NA,1,0,0,1,1,0
159,"-","Santarém","Alcanena","União das freguesias de Malhou, Louriceira e Espinheiro","39º25'9''","8º44'19''","firepit",2014-03-15 00:00:00,12:21:00,2014-03-15 00:00:00,13:38:00,2014-03-15 00:00:00,12:35:00,NA,0,0.0348,0,0.0348,0.0348,0
160,"Beira Litoral","Viseu","Mangualde","Alcafache","40º33'5''","7º55'6''","firepit",2014-03-15 00:00:00,12:42:00,2014-03-15 00:00:00,14:10:00,2014-03-15 00:00:00,13:19:00,NA,0,0.01,0,0.01,0.01,0
161,"Trás-os-Montes","Bragança","Mirandela","Caravelas","41º26'8''","7º3'10''","fire",2014-03-15 00:00:00,12:50:00,2014-03-15 00:00:00,17:20:00,2014-03-15 00:00:00,12:55:00,NA,0,3.75,0,3.75,3.75,0
162,"-","Vila Real","Montalegre","União das freguesias de Vilar de Perdizes e Meixide","41º54'20''","7º41'47''","fire",2014-03-15 00:00:00,13:16:00,2014-03-15 00:00:00,15:10:00,2014-03-15 00:00:00,13:26:00,NA,0,3,0,3,3,0
163,"-","Santarém","Salvaterra de Magos","União das freguesias de Salvaterra de Magos e Foros de Salvaterra","39º0'14''","8º43'54''","agriculture",2014-03-15 00:00:00,13:26:00,2014-03-15 00:00:00,16:08:00,2014-03-15 00:00:00,13:51:00,NA,0,0,0.2708,0,0.2708,0
164,"-","Braga","Guimarães","União das freguesias de Briteiros Santo Estêvão e Donim","41º31'53''","8º17'58''","fire",2014-03-15 00:00:00,13:32:00,2014-03-15 00:00:00,17:15:00,2014-03-15 00:00:00,13:40:00,NA,2,4,0,6,6,1
165,"Beira Interior","Guarda","Sabugal","Alfaiates","40:23:33","06:53:50","agric_burn",2014-03-15 00:00:00,13:44:00,2014-03-15 00:00:00,15:00:00,2014-03-15 00:00:00,13:55:00,NA,0,0,0.01,0,0.01,0
166,"-","Vila Real","Ribeira de Pena","União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega","41º37'17''","7º43'56''","fire",2014-03-15 00:00:00,13:55:00,2014-03-15 00:00:00,16:50:00,2014-03-15 00:00:00,14:20:00,NA,1,1,0,2,2,0
167,"Entre Douro e Minho","Braga","Celorico de Basto","Vale de Bouro","41:26:21","08:01:08","firepit",2014-03-15 00:00:00,14:40:00,2014-03-15 00:00:00,16:25:00,2014-03-15 00:00:00,15:00:00,NA,0,0.5,0,0.5,0.5,1
168,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Soajo","41º56'8''","8º24'11''","fire",2014-03-15 00:00:00,14:54:00,2014-03-15 00:00:00,16:10:00,2014-03-15 00:00:00,15:20:00,NA,0,1,0,1,1,0
169,"Algarve","Faro","Loulé","Ameixial","37:20:08","07:57:01","firepit",2014-03-15 00:00:00,14:56:00,2014-03-15 00:00:00,17:51:00,2014-03-15 00:00:00,15:50:00,NA,0,0.815,0,0.815,0.815,0
170,"-","Bragança","Carrazeda de Ansiães","União das freguesias de Amedo e Zedes","41º16'36''","7º19'27''","firepit",2014-03-15 00:00:00,15:01:00,2014-03-15 00:00:00,16:00:00,2014-03-15 00:00:00,15:15:00,NA,0,0.0054,0,0.0054,0.0054,0
171,"-","Guarda","Fornos de Algodres","Figueiró da Granja","40:37:09","07:29:59","firepit",2014-03-15 00:00:00,15:12:00,2014-03-15 00:00:00,16:25:00,2014-03-15 00:00:00,15:35:00,NA,0,0.005,0,0.005,0.005,0
172,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Mujães","41º39'6''","8º40'57''","firepit",2014-03-15 00:00:00,15:23:00,2014-03-15 00:00:00,16:53:00,2014-03-15 00:00:00,15:41:00,NA,0.4,0,0,0.4,0.4,0
173,"-","Lisboa","Mafra","União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés","39º0'19''","9º21'4''","agric_burn",2014-03-15 00:00:00,15:28:00,2014-03-15 00:00:00,18:00:00,2014-03-15 00:00:00,15:40:00,NA,0,0.1,0,0.1,0.1,0
174,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Arcos","41º45'28''","8º40'53''","fire",2014-03-15 00:00:00,15:31:00,2014-03-15 00:00:00,17:12:00,2014-03-15 00:00:00,15:50:00,NA,1,0,0,1,1,0
175,"Beira Litoral","Viseu","Tondela","Molelos","40º31'44''","8º5'56''","firepit",2014-03-15 00:00:00,16:26:00,2014-03-15 00:00:00,17:55:00,2014-03-15 00:00:00,16:53:00,NA,0.005,0.015,0,0.02,0.02,0
176,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Lindoso","41º52'6''","8º11'30''","agric_burn",2014-03-15 00:00:00,16:26:00,2014-03-15 00:00:00,17:33:00,2014-03-15 00:00:00,16:35:00,NA,0.65,0.4,0,1.05,1.05,0
177,"Beira Interior","Guarda","Trancoso","Cótimos","40º49'36''","7º14'25''","fire",2014-03-15 00:00:00,16:29:00,2014-03-15 00:00:00,22:00:00,2014-03-15 00:00:00,17:05:00,NA,2,5,0,7,7,0
178,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Outeiro","41º45'39''","8º47'0''","firepit",2014-03-15 00:00:00,17:02:00,2014-03-15 00:00:00,18:30:00,2014-03-15 00:00:00,17:17:00,NA,0,0.15,0,0.15,0.15,0
179,"Entre Douro e Minho","Viana do Castelo","Valença","Cerdal","41º58'40''","8º37'56''","fire",2014-03-15 00:00:00,17:02:00,2014-03-15 00:00:00,19:00:00,2014-03-15 00:00:00,17:20:00,NA,1,1.3,0,2.3,2.3,0
180,"-","Viseu","Oliveira de Frades","União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães","40º46'55''","8º14'33''","firepit",2014-03-15 00:00:00,18:45:00,2014-03-15 00:00:00,19:39:00,2014-03-15 00:00:00,18:50:00,NA,0,1e-04,0,1e-04,1e-04,0
181,"Beira Interior","Guarda","Sabugal","Quadrazais","40:21:09","07:00:01","agric_burn",2014-03-15 00:00:00,18:45:00,2014-03-15 00:00:00,20:14:00,2014-03-15 00:00:00,18:58:00,NA,0,0.03,0,0.03,0.03,0
182,"Beira Interior","Guarda","Mêda","Ranhados","40:59:38","07:19:55","agriculture",2014-03-15 00:00:00,19:10:00,2014-03-15 00:00:00,20:10:00,2014-03-15 00:00:00,19:35:00,NA,0,0,0.1,0,0.1,0
183,"Beira Litoral","Leiria","Figueiró dos Vinhos","Campelo","39º58'6''","8º14'46''","firepit",2014-03-15 00:00:00,19:12:00,2014-03-15 00:00:00,22:30:00,2014-03-15 00:00:00,19:30:00,NA,0.3,0.3,0,0.6,0.6,0
184,"-","Viseu","Oliveira de Frades","União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães","40º46'55''","8º14'33''","firepit",2014-03-15 00:00:00,20:45:00,2014-03-15 00:00:00,21:32:00,2014-03-15 00:00:00,21:05:00,NA,0,5e-04,0,5e-04,5e-04,1
185,"-","Viseu","Lamego","Lamego (Almacave e Sé)","41º7'45''","7º48'26''","agric_burn",2014-03-15 00:00:00,21:12:00,2014-03-15 00:00:00,22:10:00,2014-03-15 00:00:00,21:23:00,NA,0,0.1,0,0.1,0.1,0
186,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Soajo","41º52'27''","8º14'15''","fire",2014-03-15 00:00:00,21:31:00,2014-03-16 00:00:00,03:05:00,2014-03-15 00:00:00,21:35:00,NA,0,3,0,3,3,1
187,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Rio de Moinhos","41º49'9''","8º30'2''","fire",2014-03-16 00:00:00,09:45:00,2014-03-16 00:00:00,14:05:00,2014-03-16 00:00:00,10:00:00,NA,0.5,1,0,1.5,1.5,1
188,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Outeiro","41º47'30''","8º43'45''","firepit",2014-03-16 00:00:00,09:53:00,2014-03-16 00:00:00,11:53:00,2014-03-16 00:00:00,10:25:00,NA,0,0.444,0,0.444,0.444,1
189,"Beira Interior","Guarda","Trancoso","Fiães","40:44:26","07:22:18","fire",2014-03-16 00:00:00,10:37:00,2014-03-16 00:00:00,13:10:00,2014-03-16 00:00:00,10:45:00,NA,0.1,1.4,0,1.5,1.5,0
190,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Afife","41º46'41''","8º51'36''","fire",2014-03-16 00:00:00,10:38:00,2014-03-16 00:00:00,16:44:00,2014-03-16 00:00:00,11:20:00,NA,0,15.94,0,15.94,15.94,1
191,"Trás-os-Montes","Vila Real","Montalegre","Salto","41:40:12","07:55:01","fire",2014-03-16 00:00:00,12:00:00,2014-03-16 00:00:00,21:15:00,2014-03-16 00:00:00,12:30:00,NA,12.8,7,0,19.8,19.8,0
192,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Outeiro","41º44'49''","8º47'52''","fire",2014-03-16 00:00:00,12:02:00,2014-03-16 00:00:00,14:20:00,2014-03-16 00:00:00,12:02:00,NA,279.849,94.987,0,374.836,374.836,1
193,"-","Santarém","Torres Novas","União das freguesias de Olaia e Paço","39º29'56''","8º28'8''","agriculture",2014-03-16 00:00:00,12:06:00,2014-03-16 00:00:00,14:25:00,2014-03-16 00:00:00,12:27:00,NA,0,0,0.2215,0,0.2215,1
194,"Entre Douro e Minho","Viana do Castelo","Paredes de Coura","Padornelo","41º55'4''","8º32'22''","firepit",2014-03-16 00:00:00,12:40:00,2014-03-16 00:00:00,14:05:00,2014-03-16 00:00:00,12:43:00,NA,0,0.25,0,0.25,0.25,0
195,"Trás-os-Montes","Vila Real","Boticas","Beça","41:42:12","07:45:03","fire",2014-03-16 00:00:00,13:20:00,2014-03-16 00:00:00,15:57:00,2014-03-16 00:00:00,13:34:00,NA,0.1,1.5,0,1.6,1.6,0
196,"-","Aveiro","Oliveira de Azeméis","União das freguesias de Pinheiro da Bemposta, Travanca e Palmaz","40º48'35''","8º27'28''","firepit",2014-03-16 00:00:00,13:31:00,2014-03-16 00:00:00,16:15:00,2014-03-16 00:00:00,13:45:00,NA,0,0.21,0,0.21,0.21,0
197,"-","Bragança","Freixo de Espada à Cinta","União das freguesias de Freixo de Espada à Cinta e Mazouco","41º11'22''","6º48'46''","fire",2014-03-16 00:00:00,13:43:00,2014-03-16 00:00:00,20:00:00,2014-03-16 00:00:00,14:00:00,NA,1.88,32.93,0,34.81,34.81,0
198,"Beira Litoral","Guarda","Aguiar da Beira","Pena Verde","40:43:53","07:30:41","firepit",2014-03-16 00:00:00,14:01:00,2014-03-16 00:00:00,16:10:00,2014-03-16 00:00:00,14:14:00,NA,0.4,0.4,0,0.8,0.8,0
199,"-","Bragança","Freixo de Espada à Cinta","União das freguesias de Freixo de Espada à Cinta e Mazouco","41º10'17''","6º46'55''","fire",2014-03-16 00:00:00,14:07:00,2014-03-16 00:00:00,19:05:00,2014-03-16 00:00:00,14:15:00,NA,0,3.15,0,3.15,3.15,0
200,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Gondoriz","41º54'25''","8º24'26''","fire",2014-03-16 00:00:00,15:43:00,2014-03-16 00:00:00,19:00:00,2014-03-16 00:00:00,16:10:00,NA,1,1,0,2,2,1
201,"Trás-os-Montes","Bragança","Bragança","Zoio","41º44'17''","6º53'34''","firepit",2014-03-16 00:00:00,16:15:00,2014-03-16 00:00:00,17:47:00,2014-03-16 00:00:00,16:35:00,NA,0.52,0,0,0.52,0.52,0
202,"-","Coimbra","Tábua","União das freguesias de Covas e Vila Nova de Oliveirinha","40º20'34''","7º56'47''","firepit",2014-03-16 00:00:00,17:01:00,2014-03-16 00:00:00,18:51:00,2014-03-16 00:00:00,17:12:00,NA,0,0.05,0,0.05,0.05,0
203,"-","Viana do Castelo","Melgaço","União das freguesias de Parada do Monte e Cubalhão","42º2'23''","8º14'48''","agric_burn",2014-03-16 00:00:00,17:05:00,2014-03-16 00:00:00,19:20:00,2014-03-16 00:00:00,17:20:00,NA,0.35,0.65,0,1,1,0
204,"-","Vila Real","Boticas","Granja","41:41:34","07:38:52","firepit",2014-03-16 00:00:00,18:46:00,2014-03-16 00:00:00,20:17:00,2014-03-16 00:00:00,19:10:00,NA,0,0.01,0,0.01,0.01,0
205,"-","Coimbra","Oliveira do Hospital","União das freguesias de Oliveira do Hospital e São Paio de Gramaços","40º20'39''","7º50'44''","firepit",2014-03-16 00:00:00,19:20:00,2014-03-16 00:00:00,21:00:00,2014-03-16 00:00:00,19:30:00,NA,0.001,0,0,0.001,0.001,0
206,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Mazouco","41º8'49.761600000009''","6º46'56.4095999999997''","firepit",2014-03-16 00:00:00,19:30:00,2014-03-16 00:00:00,20:40:00,2014-03-16 00:00:00,19:40:00,NA,0,0.02,0,0.02,0.02,0
207,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Soajo","41º52'28''","8º15'46''","firepit",2014-03-16 00:00:00,19:31:00,2014-03-16 00:00:00,20:23:00,2014-03-16 00:00:00,20:00:00,NA,0,0.03,0,0.03,0.03,1
208,"-","Aveiro","Aveiro","Requeixo, Nossa Senhora de Fátima e Nariz","40º38'24''","8º38'52''","firepit",2014-03-16 00:00:00,19:39:00,2014-03-16 00:00:00,22:15:00,2014-03-16 00:00:00,19:49:00,NA,0.0834,0,0,0.0834,0.0834,1
209,"Algarve","Faro","Monchique","Monchique","37:19:33","08:34:06","firepit",2014-03-16 00:00:00,20:19:00,2014-03-16 00:00:00,21:10:00,2014-03-16 00:00:00,20:32:00,NA,0,0.009,0,0.009,0.009,0
